,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,200-dma,21-dma,50-dma,^GSPC_rel,^GSPC_rel_%
0,2009-12-07 00:00:00-05:00,5.885337044090164,5.899036524925096,5.744078829187396,5.752298355102539,714758800,0.0,0.0,,,,0.005213957267258137,1.0
1,2009-12-08 00:00:00-05:00,5.764782109733937,5.855808649750544,5.744689748924903,5.780308246612549,690398800,0.0,0.0,,,,0.005293613712095195,1.0152775407917654
2,2009-12-09 00:00:00-05:00,5.823231165778892,6.032682294416387,5.793700710902565,6.021722793579102,684782000,0.0,0.0,,,,0.0054945235292361725,1.053810617846812
3,2009-12-10 00:00:00-05:00,6.073476909069776,6.079565747084738,5.970577985403844,5.980015277862549,489669600,0.0,0.0,,,,0.005424788325217644,1.040435900632223
4,2009-12-11 00:00:00-05:00,6.021113505964389,6.027811634012717,5.888684535453959,5.926434516906738,429774800,0.0,0.0,,,,0.005356454057559867,1.027329873069072
5,2009-12-14 00:00:00-05:00,5.94774595903438,6.0104593722138935,5.862199807038702,5.99675989151001,495790400,0.0,0.0,,,,0.005382556453452578,1.032336127350561
6,2009-12-15 00:00:00-05:00,5.96174994368541,6.012894966765544,5.883814438155008,5.911213397979736,419459600,0.0,0.0,,,,0.005335366955865601,1.0232855166209118
7,2009-12-16 00:00:00-05:00,5.9395257124348,5.982146768441014,5.922781813246183,5.937394618988037,352984800,0.0,0.0,,,,0.00535295833992285,1.0266594192356722
8,2009-12-17 00:00:00-05:00,5.913953412327419,5.936481708046101,5.814707784739879,5.840888977050781,388838800,0.0,0.0,,,,0.005328889507363053,1.0220431879690792
9,2009-12-18 00:00:00-05:00,5.8807711895869526,5.951704133721868,5.86341759145676,5.949573040008545,608770400,0.0,0.0,,,,0.0053965851207848055,1.0350267261823394
10,2009-12-21 00:00:00-05:00,5.968448518983582,6.081089200041583,5.956879317925013,6.034814834594727,611906400,0.0,0.0,,,,0.0054170051345025115,1.0389431398909703
11,2009-12-22 00:00:00-05:00,6.071651120146076,6.114576214855625,6.047905054979074,6.099658966064453,349515600,0.0,0.0,,,,0.005455769001901992,1.0463777745480096
12,2009-12-23 00:00:00-05:00,6.125229537902452,6.161153270632964,6.113357118385526,6.1526288986206055,345525600,0.0,0.0,,,,0.0054905264961181924,1.0530440152620384
13,2009-12-24 00:00:00-05:00,6.196771875874423,6.373344487138755,6.190683038997043,6.363906383514404,500889200,0.0,0.0,,,,0.005649373707348319,1.083509783024968
14,2009-12-28 00:00:00-05:00,6.445497476351428,6.513385588739479,6.381261041307509,6.442148208618164,644565600,0.0,0.0,,,,0.005712238239078042,1.0955667540562597
15,2009-12-29 00:00:00-05:00,6.47319957201058,6.47593954885889,6.354469680703811,6.365733623504639,445205600,0.0,0.0,,,,0.005652400905257305,1.0840903780996527
16,2009-12-30 00:00:00-05:00,6.3575147273015,6.454021190579855,6.3416845603090986,6.443060874938965,412084400,0.0,0.0,,,,0.005719945156845748,1.097044886187511
17,2009-12-31 00:00:00-05:00,6.488420986029611,6.495118706932442,6.410181054067903,6.415356159210205,352410800,0.0,0.0,,,,0.005753166800886359,1.1034165617379093
18,2010-01-04 00:00:00-05:00,6.497554834934281,6.530129305953214,6.465589247727459,6.515212059020996,493729600,0.0,0.0,,,,0.005750458622916194,1.1028971524233815
19,2010-01-05 00:00:00-05:00,6.533174105115418,6.563313040764292,6.492074854428287,6.5264763832092285,601904800,0.0,0.0,,,,0.005742508949293326,1.101372461441967
